Week Starting,Company,State,City,Users,Transactions,Dollars,ASP,,,
10/13/14,Pink Cab,CA,SAN FRANCISCO CA," 2,574 "," 6,216 "," 77,973 ", 12.54 ,,,
10/13/14,Pink Cab,WA,SEATTLE WA, 204 , 417 ," 5,700 ", 13.67 ,,,
10/13/14,Pink Cab,CA,SILICON VALLEY, 357 , 666 ," 8,859 ", 13.30 ,,,
10/13/14,Pink Cab,Total US,Total US," 17,100 "," 35,163 "," 451,620 ", 12.84 ,,,
10/13/14,Pink Cab,AZ,TUCSON AZ, 78 , 135 ," 1,479 ", 10.96 ,,,
10/13/14,Pink Cab,DC,WASHINGTON DC, 303 , 609 ," 7,170 ", 11.77 ,,,
10/13/14,Yellow Cab,GA,ATLANTA GA, 484 ," 1,028 "," 17,530 ", 17.05 ,,,
10/13/14,Yellow Cab,TX,AUSTIN TX, 325 , 706 ," 12,721 ", 18.02 ,,,
10/13/14,Yellow Cab,MA,BOSTON MA," 1,461 "," 3,711 "," 53,284 ", 14.36 ,,,
10/13/14,Yellow Cab,IL,CHICAGO IL," 3,040 "," 7,217 "," 106,843 ", 14.80 ,,,
10/13/14,Yellow Cab,TX,DALLAS TX, 425 , 877 ," 17,918 ", 20.43 ,,,
10/13/14,Yellow Cab,CO,DENVER CO, 193 , 378 ," 7,447 ", 19.70 ,,,
10/13/14,Yellow Cab,CA,LOS ANGELES CA," 1,811 "," 4,226 "," 66,831 ", 15.81 ,,,
10/13/14,Yellow Cab,FL,MIAMI FL, 431 ," 1,033 "," 18,201 ", 17.62 ,,,
10/13/14,Yellow Cab,TN,NASHVILLE TN, 114 , 249 ," 4,302 ", 17.28 ,,,
10/13/14,Yellow Cab,NY,NEW YORK NY," 6,949 "," 16,162 "," 375,282 ", 23.22 ,,,
10/13/14,Yellow Cab,CA,ORANGE COUNTY, 223 , 446 ," 7,125 ", 15.97 ,,,
10/13/14,Yellow Cab,AZ,PHOENIX AZ, 100 , 184 ," 3,219 ", 17.49 ,,,
10/13/14,Yellow Cab,PA,PITTSBURGH PA, 38 , 84 ," 1,188 ", 14.15 ,,,
10/13/14,Yellow Cab,CA,SACRAMENTO CA, 77 , 190 ," 2,688 ", 14.15 ,,,
10/13/14,Yellow Cab,CA,SAN DIEGO CA, 760 ," 1,615 "," 25,462 ", 15.77 ,,,
10/13/14,Yellow Cab,CA,SAN FRANCISCO CA," 2,328 "," 6,363 "," 104,819 ", 16.47 ,,,
10/13/14,Yellow Cab,WA,SEATTLE WA, 383 , 797 ," 11,830 ", 14.84 ,,,
10/13/14,Yellow Cab,CA,SILICON VALLEY, 415 , 906 ," 18,037 ", 19.91 ,,,
10/13/14,Yellow Cab,Total US,Total US," 36,089 "," 82,601 "," 1,482,462 ", 17.95 ,,,
10/13/14,Yellow Cab,AZ,TUCSON AZ, 87 , 160 ," 2,334 ", 14.58 ,,,
10/13/14,Yellow Cab,DC,WASHINGTON DC," 2,603 "," 6,326 "," 95,803 ", 15.14 ,,,
10/20/14,Pink Cab,GA,ATLANTA GA, 150 , 240 ," 3,024 ", 12.60 ,,,
10/20/14,Pink Cab,TX,AUSTIN TX, 231 , 357 ," 4,749 ", 13.30 ,,,
10/20/14,Pink Cab,MA,BOSTON MA, 522 ," 1,008 "," 11,751 ", 11.66 ,,,
10/20/14,Pink Cab,IL,CHICAGO IL, 840 ," 1,848 "," 20,244 ", 10.95 ,,,
10/20/14,Pink Cab,TX,DALLAS TX, 117 , 234 ," 2,610 ", 11.15 ,,,
10/20/14,Pink Cab,CO,DENVER CO, 144 , 258 ," 2,724 ", 10.56 ,,,
10/20/14,Pink Cab,CA,LOS ANGELES CA," 1,584 "," 3,456 "," 41,343 ", 11.96 ,,,
10/20/14,Pink Cab,FL,MIAMI FL, 219 , 444 ," 5,517 ", 12.43 ,,,
10/20/14,Pink Cab,TN,NASHVILLE TN, 147 , 330 ," 3,351 ", 10.15 ,,,
10/20/14,Pink Cab,NY,NEW YORK NY," 1,905 "," 3,528 "," 53,700 ", 15.22 ,,,
10/20/14,Pink Cab,CA,ORANGE COUNTY, 174 , 318 ," 4,137 ", 13.01 ,,,
10/20/14,Pink Cab,AZ,PHOENIX AZ, 51 , 99 , 981 , 9.91 ,,,
10/20/14,Pink Cab,PA,PITTSBURGH PA, 57 , 96 ," 1,008 ", 10.50 ,,,
10/20/14,Pink Cab,CA,SACRAMENTO CA, 102 , 183 ," 2,079 ", 11.36 ,,,
10/20/14,Pink Cab,CA,SAN DIEGO CA, 906 ," 1,743 "," 21,600 ", 12.39 ,,,
10/20/14,Pink Cab,CA,SAN FRANCISCO CA," 2,397 "," 5,961 "," 69,888 ", 11.72 ,,,
10/20/14,Pink Cab,WA,SEATTLE WA, 207 , 420 ," 4,581 ", 10.91 ,,,
10/20/14,Pink Cab,CA,SILICON VALLEY, 324 , 762 ," 12,840 ", 16.85 ,,,
10/20/14,Pink Cab,Total US,Total US," 17,313 "," 35,226 "," 442,500 ", 12.56 ,,,
10/20/14,Pink Cab,AZ,TUCSON AZ, 72 , 105 ," 1,302 ", 12.40 ,,,
10/20/14,Pink Cab,DC,WASHINGTON DC, 417 , 756 ," 10,593 ", 14.01 ,,,
10/20/14,Yellow Cab,GA,ATLANTA GA, 473 ," 1,005 "," 17,538 ", 17.45 ,,,
10/20/14,Yellow Cab,TX,AUSTIN TX, 284 , 644 ," 10,685 ", 16.59 ,,,
10/20/14,Yellow Cab,MA,BOSTON MA," 1,522 "," 4,071 "," 58,135 ", 14.28 ,,,
10/20/14,Yellow Cab,IL,CHICAGO IL," 2,952 "," 7,165 "," 103,852 ", 14.49 ,,,
10/20/14,Yellow Cab,TX,DALLAS TX, 442 , 917 ," 17,091 ", 18.64 ,,,
10/20/14,Yellow Cab,CO,DENVER CO, 196 , 375 ," 6,239 ", 16.64 ,,,
10/20/14,Yellow Cab,CA,LOS ANGELES CA," 1,811 "," 4,407 "," 71,510 ", 16.23 ,,,
10/20/14,Yellow Cab,FL,MIAMI FL, 404 ," 1,009 "," 15,407 ", 15.27 ,,,
10/20/14,Yellow Cab,TN,NASHVILLE TN, 77 , 167 ," 2,584 ", 15.47 ,,,
10/20/14,Yellow Cab,NY,NEW YORK NY," 7,100 "," 16,524 "," 392,502 ", 23.75 ,,,
10/20/14,Yellow Cab,CA,ORANGE COUNTY, 216 , 462 ," 7,316 ", 15.84 ,,,
10/20/14,Yellow Cab,AZ,PHOENIX AZ, 92 , 157 ," 3,013 ", 19.19 ,,,
10/20/14,Yellow Cab,PA,PITTSBURGH PA, 49 , 98 ," 1,602 ", 16.35 ,,,
10/20/14,Yellow Cab,CA,SACRAMENTO CA, 82 , 180 ," 2,625 ", 14.58 ,,,
10/20/14,Yellow Cab,CA,SAN DIEGO CA, 751 ," 1,636 "," 24,956 ", 15.25 ,,,
10/20/14,Yellow Cab,CA,SAN FRANCISCO CA," 2,237 "," 6,190 "," 98,410 ", 15.90 ,,,
10/20/14,Yellow Cab,WA,SEATTLE WA, 369 , 793 ," 11,997 ", 15.13 ,,,
10/20/14,Yellow Cab,CA,SILICON VALLEY, 366 , 811 ," 16,271 ", 20.06 ,,,
10/20/14,Yellow Cab,Total US,Total US," 35,713 "," 82,517 "," 1,473,591 ", 17.86 ,,,
10/20/14,Yellow Cab,AZ,TUCSON AZ, 86 , 214 ," 3,285 ", 15.35 ,,,
10/20/14,Yellow Cab,DC,WASHINGTON DC," 2,590 "," 6,388 "," 99,690 ", 15.61 ,,,
10/27/14,Pink Cab,GA,ATLANTA GA, 177 , 291 ," 3,326 ", 11.43 ,,,
10/27/14,Pink Cab,TX,AUSTIN TX, 291 , 447 ," 6,759 ", 15.12 ,,,
10/27/14,Pink Cab,MA,BOSTON MA, 612 ," 1,209 "," 15,216 ", 12.59 ,,,
10/27/14,Pink Cab,IL,CHICAGO IL, 894 ," 1,947 "," 20,822 ", 10.69 ,,,
10/27/14,Pink Cab,TX,DALLAS TX, 135 , 306 ," 3,978 ", 13.00 ,,,
10/27/14,Pink Cab,CO,DENVER CO, 105 , 189 ," 2,034 ", 10.76 ,,,
10/27/14,Pink Cab,CA,LOS ANGELES CA," 1,674 "," 3,852 "," 47,840 ", 12.42 ,,,
10/27/14,Pink Cab,FL,MIAMI FL, 219 , 486 ," 6,710 ", 13.81 ,,,
10/27/14,Pink Cab,TN,NASHVILLE TN, 168 , 360 ," 3,915 ", 10.88 ,,,
10/27/14,Pink Cab,NY,NEW YORK NY," 1,830 "," 3,474 "," 57,732 ", 16.62 ,,,
10/27/14,Pink Cab,CA,ORANGE COUNTY, 174 , 348 ," 3,848 ", 11.06 ,,,
10/27/14,Pink Cab,AZ,PHOENIX AZ, 78 , 168 ," 1,883 ", 11.21 ,,,
10/27/14,Pink Cab,PA,PITTSBURGH PA, 81 , 144 ," 1,703 ", 11.82 ,,,
10/27/14,Pink Cab,CA,SACRAMENTO CA, 129 , 261 ," 2,871 ", 11.00 ,,,
10/27/14,Pink Cab,CA,SAN DIEGO CA, 981 ," 1,797 "," 22,904 ", 12.75 ,,,
10/27/14,Pink Cab,CA,SAN FRANCISCO CA," 2,463 "," 6,285 "," 76,995 ", 12.25 ,,,
10/27/14,Pink Cab,WA,SEATTLE WA, 222 , 396 ," 4,736 ", 11.96 ,,,
10/27/14,Pink Cab,CA,SILICON VALLEY, 372 , 861 ," 11,310 ", 13.14 ,,,
10/27/14,Pink Cab,Total US,Total US," 18,567 "," 38,463 "," 492,329 ", 12.80 ,,,
10/27/14,Pink Cab,AZ,TUCSON AZ, 78 , 126 ," 1,274 ", 10.11 ,,,
10/27/14,Pink Cab,DC,WASHINGTON DC, 360 , 729 ," 9,131 ", 12.52 ,,,
10/27/14,Yellow Cab,GA,ATLANTA GA, 518 ," 1,136 "," 17,572 ", 15.47 ,,,
10/27/14,Yellow Cab,TX,AUSTIN TX, 303 , 695 ," 12,578 ", 18.10 ,,,
10/27/14,Yellow Cab,MA,BOSTON MA," 1,589 "," 4,245 "," 60,791 ", 14.32 ,,,
10/27/14,Yellow Cab,IL,CHICAGO IL," 3,027 "," 7,549 "," 105,095 ", 13.92 ,,,
10/27/14,Yellow Cab,TX,DALLAS TX, 468 ," 1,051 "," 19,045 ", 18.12 ,,,
10/27/14,Yellow Cab,CO,DENVER CO, 204 , 447 ," 8,986 ", 20.10 ,,,
10/27/14,Yellow Cab,CA,LOS ANGELES CA," 1,930 "," 4,580 "," 79,344 ", 17.32 ,,,
10/27/14,Yellow Cab,FL,MIAMI FL, 468 ," 1,023 "," 17,177 ", 16.79 ,,,
10/27/14,Yellow Cab,TN,NASHVILLE TN, 92 , 198 ," 2,897 ", 14.63 ,,,
10/27/14,Yellow Cab,NY,NEW YORK NY," 7,493 "," 17,618 "," 410,017 ", 23.27 ,,,
10/27/14,Yellow Cab,CA,ORANGE COUNTY, 204 , 432 ," 7,159 ", 16.57 ,,,
10/27/14,Yellow Cab,AZ,PHOENIX AZ, 96 , 170 ," 2,954 ", 17.38 ,,,
10/27/14,Yellow Cab,PA,PITTSBURGH PA, 59 , 111 ," 1,555 ", 14.01 ,,,
10/27/14,Yellow Cab,CA,SACRAMENTO CA, 74 , 159 ," 2,311 ", 14.54 ,,,
10/27/14,Yellow Cab,CA,SAN DIEGO CA, 837 ," 1,788 "," 28,602 ", 16.00 ,,,
10/27/14,Yellow Cab,CA,SAN FRANCISCO CA," 2,404 "," 6,767 "," 108,197 ", 15.99 ,,,
10/27/14,Yellow Cab,WA,SEATTLE WA, 410 , 930 ," 14,189 ", 15.26 ,,,
10/27/14,Yellow Cab,CA,SILICON VALLEY, 425 , 926 ," 20,238 ", 21.86 ,,,
10/27/14,Yellow Cab,Total US,Total US," 38,209 "," 89,082 "," 1,589,203 ", 17.84 ,,,
10/27/14,Yellow Cab,AZ,TUCSON AZ, 95 , 202 ," 3,524 ", 17.44 ,,,
10/27/14,Yellow Cab,DC,WASHINGTON DC," 2,619 "," 6,467 "," 95,032 ", 14.69 ,,,
11/3/14,Pink Cab,GA,ATLANTA GA, 183 , 288 ," 3,668 ", 12.73 ,,,
11/3/14,Pink Cab,TX,AUSTIN TX, 243 , 414 ," 6,095 ", 14.72 ,,,
11/3/14,Pink Cab,MA,BOSTON MA, 618 ," 1,284 "," 16,484 ", 12.84 ,,,
11/3/14,Pink Cab,IL,CHICAGO IL, 951 ," 2,064 "," 23,519 ", 11.39 ,,,
11/3/14,Pink Cab,TX,DALLAS TX, 102 , 177 ," 2,331 ", 13.17 ,,,
11/3/14,Pink Cab,CO,DENVER CO, 144 , 246 ," 3,335 ", 13.55 ,,,
11/3/14,Pink Cab,CA,LOS ANGELES CA," 1,761 "," 3,591 "," 47,862 ", 13.33 ,,,
11/3/14,Pink Cab,FL,MIAMI FL, 216 , 429 ," 5,486 ", 12.79 ,,,
11/3/14,Pink Cab,TN,NASHVILLE TN, 198 , 360 ," 4,629 ", 12.86 ,,,
11/3/14,Pink Cab,NY,NEW YORK NY," 1,752 "," 3,570 "," 54,605 ", 15.30 ,,,
11/3/14,Pink Cab,CA,ORANGE COUNTY, 228 , 408 ," 5,259 ", 12.89 ,,,
11/3/14,Pink Cab,AZ,PHOENIX AZ, 84 , 144 ," 1,734 ", 12.04 ,,,
11/3/14,Pink Cab,PA,PITTSBURGH PA, 66 , 117 ," 1,191 ", 10.18 ,,,
11/3/14,Pink Cab,CA,SACRAMENTO CA, 117 , 240 ," 2,693 ", 11.22 ,,,
11/3/14,Pink Cab,CA,SAN DIEGO CA," 1,047 "," 1,896 "," 27,236 ", 14.36 ,,,
11/3/14,Pink Cab,CA,SAN FRANCISCO CA," 2,433 "," 6,126 "," 73,476 ", 11.99 ,,,
11/3/14,Pink Cab,WA,SEATTLE WA, 255 , 426 ," 5,087 ", 11.94 ,,,
11/3/14,Pink Cab,CA,SILICON VALLEY, 378 , 783 ," 11,082 ", 14.15 ,,,
11/3/14,Pink Cab,Total US,Total US," 19,092 "," 37,794 "," 529,650 ", 14.01 ,,,
11/3/14,Pink Cab,AZ,TUCSON AZ, 78 , 126 ," 1,746 ", 13.86 ,,,
11/3/14,Pink Cab,DC,WASHINGTON DC, 423 , 735 ," 9,186 ", 12.50 ,,,
11/3/14,Yellow Cab,GA,ATLANTA GA, 492 ," 1,123 "," 17,751 ", 15.81 ,,,
11/3/14,Yellow Cab,TX,AUSTIN TX, 304 , 657 ," 11,781 ", 17.93 ,,,
11/3/14,Yellow Cab,MA,BOSTON MA," 1,656 "," 4,284 "," 62,171 ", 14.51 ,,,
11/3/14,Yellow Cab,IL,CHICAGO IL," 3,186 "," 7,790 "," 112,554 ", 14.45 ,,,
11/3/14,Yellow Cab,TX,DALLAS TX, 459 , 973 ," 18,352 ", 18.86 ,,,
11/3/14,Yellow Cab,CO,DENVER CO, 214 , 413 ," 7,225 ", 17.49 ,,,
11/3/14,Yellow Cab,CA,LOS ANGELES CA," 1,990 "," 4,605 "," 83,050 ", 18.03 ,,,
11/3/14,Yellow Cab,FL,MIAMI FL, 517 ," 1,274 "," 21,141 ", 16.59 ,,,
11/3/14,Yellow Cab,TN,NASHVILLE TN, 100 , 210 ," 3,136 ", 14.93 ,,,
11/3/14,Yellow Cab,NY,NEW YORK NY," 7,595 "," 17,776 "," 418,680 ", 23.55 ,,,
11/3/14,Yellow Cab,CA,ORANGE COUNTY, 230 , 483 ," 8,275 ", 17.13 ,,,
11/3/14,Yellow Cab,AZ,PHOENIX AZ, 111 , 208 ," 3,795 ", 18.25 ,,,
11/3/14,Yellow Cab,PA,PITTSBURGH PA, 53 , 122 ," 1,655 ", 13.56 ,,,
11/3/14,Yellow Cab,CA,SACRAMENTO CA, 76 , 177 ," 2,876 ", 16.25 ,,,
11/3/14,Yellow Cab,CA,SAN DIEGO CA, 826 ," 1,678 "," 29,110 ", 17.35 ,,,
11/3/14,Yellow Cab,CA,SAN FRANCISCO CA," 2,352 "," 6,525 "," 100,665 ", 15.43 ,,,
11/3/14,Yellow Cab,WA,SEATTLE WA, 395 , 894 ," 12,901 ", 14.43 ,,,
11/3/14,Yellow Cab,CA,SILICON VALLEY, 454 , 934 ," 17,569 ", 18.81 ,,,
11/3/14,Yellow Cab,Total US,Total US," 39,362 "," 90,250 "," 1,628,296 ", 18.04 ,,,
11/3/14,Yellow Cab,AZ,TUCSON AZ, 101 , 222 ," 4,239 ", 19.10 ,,,
11/3/14,Yellow Cab,DC,WASHINGTON DC," 2,657 "," 6,506 "," 97,089 ", 14.92 ,,,
11/10/14,Pink Cab,GA,ATLANTA GA, 168 , 327 ," 3,837 ", 11.73 ,,,
11/10/14,Pink Cab,TX,AUSTIN TX, 273 , 486 ," 7,196 ", 14.81 ,,,
11/10/14,Pink Cab,MA,BOSTON MA, 609 ," 1,290 "," 15,669 ", 12.15 ,,,
11/10/14,Pink Cab,IL,CHICAGO IL, 906 ," 2,094 "," 24,404 ", 11.65 ,,,
11/10/14,Pink Cab,TX,DALLAS TX, 102 , 195 ," 2,204 ", 11.30 ,,,
11/10/14,Pink Cab,CO,DENVER CO, 129 , 258 ," 2,924 ", 11.34 ,,,
11/10/14,Pink Cab,CA,LOS ANGELES CA," 1,629 "," 3,525 "," 39,967 ", 11.34 ,,,
11/10/14,Pink Cab,FL,MIAMI FL, 186 , 417 ," 5,018 ", 12.03 ,,,
11/10/14,Pink Cab,TN,NASHVILLE TN, 135 , 273 ," 3,605 ", 13.21 ,,,
11/10/14,Pink Cab,NY,NEW YORK NY," 1,764 "," 3,567 "," 55,542 ", 15.57 ,,,
11/10/14,Pink Cab,CA,ORANGE COUNTY, 153 , 222 ," 3,153 ", 14.20 ,,,
11/10/14,Pink Cab,AZ,PHOENIX AZ, 66 , 150 ," 1,611 ", 10.74 ,,,
11/10/14,Pink Cab,PA,PITTSBURGH PA, 60 , 120 ," 1,216 ", 10.13 ,,,
11/10/14,Pink Cab,CA,SACRAMENTO CA, 96 , 204 ," 2,286 ", 11.21 ,,,
11/10/14,Pink Cab,CA,SAN DIEGO CA, 930 ," 1,848 "," 22,430 ", 12.14 ,,,
11/10/14,Pink Cab,CA,SAN FRANCISCO CA," 2,460 "," 6,576 "," 73,763 ", 11.22 ,,,
11/10/14,Pink Cab,WA,SEATTLE WA, 207 , 453 ," 5,431 ", 11.99 ,,,
11/10/14,Pink Cab,CA,SILICON VALLEY, 363 , 792 ," 10,384 ", 13.11 ,,,
11/10/14,Pink Cab,Total US,Total US," 17,412 "," 37,293 "," 460,737 ", 12.35 ,,,
11/10/14,Pink Cab,AZ,TUCSON AZ, 81 , 129 ," 1,632 ", 12.65 ,,,
11/10/14,Pink Cab,DC,WASHINGTON DC, 390 , 786 ," 9,445 ", 12.02 ,,,
11/10/14,Yellow Cab,GA,ATLANTA GA, 446 , 941 ," 15,283 ", 16.24 ,,,
11/10/14,Yellow Cab,TX,AUSTIN TX, 301 , 697 ," 10,445 ", 14.99 ,,,
11/10/14,Yellow Cab,MA,BOSTON MA," 1,615 "," 4,337 "," 61,376 ", 14.15 ,,,
11/10/14,Yellow Cab,IL,CHICAGO IL," 3,217 "," 7,999 "," 109,882 ", 13.74 ,,,
11/10/14,Yellow Cab,TX,DALLAS TX, 445 , 975 ," 17,488 ", 17.94 ,,,
11/10/14,Yellow Cab,CO,DENVER CO, 217 , 415 ," 6,964 ", 16.78 ,,,
11/10/14,Yellow Cab,CA,LOS ANGELES CA," 1,877 "," 4,605 "," 68,936 ", 14.97 ,,,
11/10/14,Yellow Cab,FL,MIAMI FL, 511 ," 1,159 "," 17,449 ", 15.06 ,,,
11/10/14,Yellow Cab,TN,NASHVILLE TN, 102 , 235 ," 3,317 ", 14.11 ,,,
11/10/14,Yellow Cab,NY,NEW YORK NY," 7,662 "," 18,075 "," 408,425 ", 22.60 ,,,
11/10/14,Yellow Cab,CA,ORANGE COUNTY, 248 , 512 ," 7,649 ", 14.94 ,,,
11/10/14,Yellow Cab,AZ,PHOENIX AZ, 106 , 204 ," 3,168 ", 15.53 ,,,
11/10/14,Yellow Cab,PA,PITTSBURGH PA, 57 , 132 ," 1,688 ", 12.79 ,,,
11/10/14,Yellow Cab,CA,SACRAMENTO CA, 65 , 179 ," 2,464 ", 13.77 ,,,
11/10/14,Yellow Cab,CA,SAN DIEGO CA, 792 ," 1,752 "," 26,382 ", 15.06 ,,,
11/10/14,Yellow Cab,CA,SAN FRANCISCO CA," 2,329 "," 6,562 "," 98,225 ", 14.97 ,,,
11/10/14,Yellow Cab,WA,SEATTLE WA, 424 , 892 ," 12,639 ", 14.17 ,,,
11/10/14,Yellow Cab,CA,SILICON VALLEY, 413 , 879 ," 16,844 ", 19.16 ,,,
11/10/14,Yellow Cab,Total US,Total US," 38,875 "," 90,157 "," 1,528,168 ", 16.95 ,,,
11/10/14,Yellow Cab,AZ,TUCSON AZ, 88 , 198 ," 2,895 ", 14.62 ,,,
11/10/14,Yellow Cab,DC,WASHINGTON DC," 2,679 "," 6,660 "," 96,428 ", 14.48 ,,,
11/17/14,Pink Cab,GA,ATLANTA GA, 171 , 264 ," 3,142 ", 11.90 ,,,
11/17/14,Pink Cab,TX,AUSTIN TX, 189 , 414 ," 5,466 ", 13.20 ,,,
11/17/14,Pink Cab,MA,BOSTON MA, 600 ," 1,383 "," 17,048 ", 12.33 ,,,
11/17/14,Pink Cab,IL,CHICAGO IL, 999 ," 2,127 "," 26,224 ", 12.33 ,,,
11/17/14,Pink Cab,TX,DALLAS TX, 111 , 213 ," 2,549 ", 11.97 ,,,
11/17/14,Pink Cab,CO,DENVER CO, 150 , 261 ," 3,120 ", 11.96 ,,,
11/17/14,Pink Cab,CA,LOS ANGELES CA," 1,704 "," 3,693 "," 41,934 ", 11.35 ,,,
11/17/14,Pink Cab,FL,MIAMI FL, 207 , 450 ," 6,173 ", 13.72 ,,,
11/17/14,Pink Cab,TN,NASHVILLE TN, 183 , 312 ," 3,536 ", 11.33 ,,,
11/17/14,Pink Cab,NY,NEW YORK NY," 1,767 "," 3,786 "," 56,809 ", 15.00 ,,,
11/17/14,Pink Cab,CA,ORANGE COUNTY, 174 , 312 ," 4,096 ", 13.13 ,,,
11/17/14,Pink Cab,AZ,PHOENIX AZ, 51 , 105 ," 1,232 ", 11.74 ,,,
11/17/14,Pink Cab,PA,PITTSBURGH PA, 54 , 141 ," 1,275 ", 9.04 ,,,
11/17/14,Pink Cab,CA,SACRAMENTO CA, 111 , 216 ," 2,783 ", 12.89 ,,,
11/17/14,Pink Cab,CA,SAN DIEGO CA, 924 ," 1,743 "," 22,408 ", 12.86 ,,,
11/17/14,Pink Cab,CA,SAN FRANCISCO CA," 2,604 "," 6,912 "," 76,766 ", 11.11 ,,,
11/17/14,Pink Cab,WA,SEATTLE WA, 201 , 435 ," 5,244 ", 12.06 ,,,
11/17/14,Pink Cab,CA,SILICON VALLEY, 369 , 771 ," 9,718 ", 12.60 ,,,
11/17/14,Pink Cab,Total US,Total US," 17,982 "," 38,421 "," 471,859 ", 12.28 ,,,
11/17/14,Pink Cab,AZ,TUCSON AZ, 69 , 102 ," 1,473 ", 14.45 ,,,
11/17/14,Pink Cab,DC,WASHINGTON DC, 402 , 777 ," 9,669 ", 12.44 ,,,
11/17/14,Yellow Cab,GA,ATLANTA GA, 456 , 993 ," 16,012 ", 16.12 ,,,
11/17/14,Yellow Cab,TX,AUSTIN TX, 299 , 673 ," 10,247 ", 15.23 ,,,
11/17/14,Yellow Cab,MA,BOSTON MA," 1,669 "," 4,499 "," 62,611 ", 13.92 ,,,
11/17/14,Yellow Cab,IL,CHICAGO IL," 3,270 "," 8,336 "," 118,038 ", 14.16 ,,,
11/17/14,Yellow Cab,TX,DALLAS TX, 453 ," 1,007 "," 18,601 ", 18.47 ,,,
11/17/14,Yellow Cab,CO,DENVER CO, 195 , 425 ," 6,467 ", 15.22 ,,,
11/17/14,Yellow Cab,CA,LOS ANGELES CA," 1,903 "," 4,646 "," 68,418 ", 14.73 ,,,
11/17/14,Yellow Cab,FL,MIAMI FL, 520 ," 1,168 "," 18,667 ", 15.98 ,,,
11/17/14,Yellow Cab,TN,NASHVILLE TN, 95 , 184 ," 2,580 ", 14.02 ,,,
11/17/14,Yellow Cab,NY,NEW YORK NY," 7,991 "," 19,631 "," 444,354 ", 22.64 ,,,
11/17/14,Yellow Cab,CA,ORANGE COUNTY, 230 , 467 ," 7,155 ", 15.32 ,,,
11/17/14,Yellow Cab,AZ,PHOENIX AZ, 93 , 188 ," 3,368 ", 17.91 ,,,
11/17/14,Yellow Cab,PA,PITTSBURGH PA, 51 , 106 ," 1,621 ", 15.29 ,,,
11/17/14,Yellow Cab,CA,SACRAMENTO CA, 78 , 172 ," 2,065 ", 12.00 ,,,
11/17/14,Yellow Cab,CA,SAN DIEGO CA, 788 ," 1,634 "," 24,320 ", 14.88 ,,,
11/17/14,Yellow Cab,CA,SAN FRANCISCO CA," 2,309 "," 6,754 "," 103,925 ", 15.39 ,,,
11/17/14,Yellow Cab,WA,SEATTLE WA, 397 , 824 ," 11,107 ", 13.48 ,,,
11/17/14,Yellow Cab,CA,SILICON VALLEY, 398 , 843 ," 16,811 ", 19.94 ,,,
11/17/14,Yellow Cab,Total US,Total US," 39,218 "," 93,303 "," 1,583,589 ", 16.97 ,,,
11/17/14,Yellow Cab,AZ,TUCSON AZ, 73 , 153 ," 2,310 ", 15.10 ,,,
11/17/14,Yellow Cab,DC,WASHINGTON DC," 2,745 "," 7,080 "," 99,959 ", 14.12 ,,,
11/24/14,Pink Cab,GA,ATLANTA GA, 186 , 294 ," 3,424 ", 11.65 ,,,
11/24/14,Pink Cab,TX,AUSTIN TX, 237 , 462 ," 5,566 ", 12.05 ,,,
11/24/14,Pink Cab,MA,BOSTON MA, 558 ," 1,119 "," 15,032 ", 13.43 ,,,
11/24/14,Pink Cab,IL,CHICAGO IL, 978 ," 1,944 "," 24,630 ", 12.67 ,,,
11/24/14,Pink Cab,TX,DALLAS TX, 108 , 231 ," 2,793 ", 12.09 ,,,
11/24/14,Pink Cab,CO,DENVER CO, 159 , 279 ," 3,893 ", 13.95 ,,,
11/24/14,Pink Cab,CA,LOS ANGELES CA," 1,644 "," 3,672 "," 45,744 ", 12.46 ,,,
11/24/14,Pink Cab,FL,MIAMI FL, 207 , 468 ," 5,899 ", 12.60 ,,,
11/24/14,Pink Cab,TN,NASHVILLE TN, 150 , 297 ," 3,508 ", 11.81 ,,,
11/24/14,Pink Cab,NY,NEW YORK NY," 1,551 "," 3,147 "," 52,884 ", 16.80 ,,,
11/24/14,Pink Cab,CA,ORANGE COUNTY, 168 , 291 ," 3,872 ", 13.31 ,,,
11/24/14,Pink Cab,AZ,PHOENIX AZ, 60 , 147 ," 1,395 ", 9.49 ,,,
11/24/14,Pink Cab,PA,PITTSBURGH PA, 63 , 132 ," 1,647 ", 12.47 ,,,
11/24/14,Pink Cab,CA,SACRAMENTO CA, 102 , 183 ," 2,100 ", 11.48 ,,,
11/24/14,Pink Cab,CA,SAN DIEGO CA, 951 ," 1,932 "," 23,822 ", 12.33 ,,,
11/24/14,Pink Cab,CA,SAN FRANCISCO CA," 2,385 "," 5,970 "," 68,067 ", 11.40 ,,,
11/24/14,Pink Cab,WA,SEATTLE WA, 213 , 387 ," 4,842 ", 12.51 ,,,
11/24/14,Pink Cab,CA,SILICON VALLEY, 387 , 867 ," 11,527 ", 13.30 ,,,
11/24/14,Pink Cab,Total US,Total US," 17,550 "," 36,165 "," 469,997 ", 13.00 ,,,
11/24/14,Pink Cab,AZ,TUCSON AZ, 75 , 108 ," 1,505 ", 13.93 ,,,
11/24/14,Pink Cab,DC,WASHINGTON DC, 399 , 825 ," 10,740 ", 13.02 ,,,
11/24/14,Yellow Cab,GA,ATLANTA GA, 428 , 865 ," 13,560 ", 15.68 ,,,
